"ip","mask","site","vdom","fw_manager","fw_analyzer","fw_ip","fw_name","class","type","interface_name","vlanid","description"
"172.31.146.1",25,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","core-sre-fe","140","SRE Frontend"
"172.31.146.129",25,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","core-sre-be","141","SRE Backend"
"172.31.147.1",25,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","core-sre-mgt","142","SRE Management"
"172.31.148.1",25,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","core-ccg-fe","146","CCG Frontend"
"172.31.148.129",25,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","core-ccg-be","147","CCG Backend"
"172.31.149.1",25,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","core-ccg-mgt","148","CCG Management"
"172.31.150.1",25,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","core-hcpn-fe","152","HCPN Frontend"
"172.31.150.129",25,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","core-hcpn-be","153","HCPN Backend"
"172.31.151.1",25,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","core-hcpn-mgt","154","HCPN Management"
"172.31.152.1",25,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","core-cpl-fe","158","CPL Frontend"
"172.31.152.129",25,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","core-cpl-be","159","CPL Backend"
"172.31.153.1",25,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","core-cpl-mgt","160","CPL Management"
"172.31.129.1",25,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","core-infra-prod","101","core infrastructure vlan"
"172.16.0.41",29,"gare","root","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","mgt-net-vrf","956",""
"172.29.128.73",29,"gare","root","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","inband-external","996",""
"172.31.135.1",24,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","core-vdi-stream","113",""
"172.31.160.1",24,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","dimetra-monitor","11",""
"172.31.161.1",24,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","dimetra-shrtdat","12",""
"172.31.162.1",24,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","dimetra-pktdata","13",""
"172.31.163.1",24,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","dimetra-ra","14",""
"172.30.255.1",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-01-cc","301","REN-MC-CITPOL "
"172.30.255.9",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-02-cc","302","REN-BC-CIPLUX "
"172.30.255.145",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-19-cc","319","REN-CR-CHATSE "
"1.1.1.1",29,"gare","root","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","root-renita0","10",""
"1.1.1.2",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","root-renita1","10",""
"172.30.255.17",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-03-cc","303","REN-RC-CICAPN "
"172.30.255.41",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-06-cc","306","REN-RC-CIPGRE "
"172.30.255.49",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-07-cc","307","REN-RC-CIPMER "
"172.30.255.57",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-08-cc","308",""
"172.30.255.65",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-09-cc","309","REN-BC-CITPOL "
"172.30.255.73",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-10-cc","310","REN-CR-APASIG"
"172.30.255.81",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-11-cc","311","REN-CR-APBSIG"
"172.30.255.89",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-12-cc","312","REN-RC-CIMERT "
"172.30.255.97",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-13-cc","313","REN-RC-CILUXE "
"172.30.255.105",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-14-cc","314","REN-MC-DDAHAM "
"172.30.255.113",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-15-cc","315","REN-BC-CDHOWA "
"172.30.255.121",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-16-cc","316","REN-CR-SREBAL "
"172.30.255.129",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-17-cc","317",""
"172.30.255.137",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-18-cc","318","REN-CR-CITALU "
"172.30.255.153",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-20-cc","320","REN-CR-CCOLEU "
"172.30.255.161",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-21-cc","321",""
"172.30.255.169",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-22-cc","322","REN-RC-CIETTE"
"172.30.255.177",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-23-cc","323","REN-NB-WALFER"
"172.30.255.185",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-24-cc","324","REN-RC-CIESCH"
"172.30.255.233",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-30-cc","330",""
"172.30.255.25",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-04-cc","304","REN-RC-CIDIEK "
"172.30.255.33",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-05-cc","305",""
"172.30.255.193",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-25-cc","325","REN-BC-CITALX"
"172.30.255.201",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-26-cc","326",""
"172.30.255.209",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-27-cc","327","REN-RC-CILINT"
"172.30.255.217",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-28-cc","328",""
"172.30.255.225",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-29-cc","329",""
"172.30.255.241",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-31-cc","331",""
"172.30.255.249",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cr-32-cc","332",""
"1.2.3.4",32,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","dummy","110",""
"172.31.177.97",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-01","401","LUX-ALDRINGEN-POSTES"
"172.31.172.97",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-02","402","ALTRIER-RIPPIGERKOPP"
"172.31.179.97",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-03","403","REMICH-SCHEIERBIERG"
"172.31.176.33",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-04","404","JUNGLINSTER-HEED"
"172.31.172.161",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-05","405","BELVAUX-PAKEBIERG"
"172.31.173.65",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-06","406","BINSFELD"
"172.31.175.225",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-07","407","HOWALD-CHATEAU"
"172.31.173.97",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-08","408","BLASCHETTE"
"172.31.175.97",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-09","409","HARLANGE-POTEAU"
"172.31.174.129",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-10","410","ECHTERNACH-HAUT"
"172.31.178.65",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-11","411","MACHTUM"
"172.31.174.97",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-12","412","DUD-BURANGE-CT"
"172.31.177.193",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-13","413","LUX-FORT-NEIPPERG-PARKING"
"172.31.174.1",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-14","414","DIEKIRCH-HAUT"
"172.31.178.129",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-15","415","MERSCH-ZI"
"172.31.173.225",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-16","416","DALHEIM"
"172.31.180.225",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-17","417","WALFERDANGE-STEP"
"172.31.176.65",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-18","418","KAUTENBACH-ANTENNE"
"172.31.180.193",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-19","419","VIANDEN-SCHANK"
"172.31.178.33",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-20","420","LUX-RTE-ARLON-CHATEAU"
"172.31.177.33",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-21","421","LEUDELANGE-ZI-CHATEAU"
"172.31.177.1",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-22","422","LELLIG-BASSIN"
"172.31.174.225",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-23","423","ESELBORN-LENTZWEILER"
"172.31.174.65",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-24","424","DONCOLS-BASSIN"
"172.31.178.161",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-25","425","NEIDHAUSEN"
"172.31.178.225",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-26","426","PERLE-CHATEAU"
"172.31.177.129",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-27","427","LUX-CESSANGE-CHATEAU"
"172.31.178.193",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-28","428","PAFEBIERG-Police"
"172.31.176.129",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-29","429","KEHMEN"
"172.31.173.193",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-30","430","CONTERN-SYREN-CHATEAU"
"172.31.173.1",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-31","431","BETTEMBOURG-ANTENNE"
"172.31.173.161",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-32","432","CLERVAUX-REULER"
"172.31.177.225",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-33","433","LUX-KIRCHBERG-CCK"
"172.31.179.1",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-34","434","REHBERG"
"172.31.176.1",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-35","435","HULDANGE-Chateau"
"172.31.179.129",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-36","436","RIESENHOF"
"172.31.181.1",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-37","437","WASSERBILLIG-DOUANE"
"172.31.174.161",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-38","438","ESCH-ALZETTE-POLICE"
"172.31.175.65",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-39","439","FINDEL-BUSINESS-CENTER-POLICE"
"172.31.175.33",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-40","440","FINDEL-AEROGARE"
"172.31.172.1",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-41","441","A13-BURMERANGE-TUNNEL"
"4.4.4.1",32,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-42","442",""
"172.31.172.33",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-43","443","A7-LINTGEN-TUNNEL-GOUSSELERBIERG"
"172.31.172.65",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-44","444","A7-TUNNEL-GROUFT-NORD"
"172.31.172.193",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-45","445","BERDORF-VOX"
"172.31.172.225",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-46","446","BERTRANGE-TOSSEBIERG"
"172.31.173.33",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-47","447","BEYREN-TANGO"
"172.31.173.129",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-48","448","BRIDEL-CHATEAU"
"172.31.174.33",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-49","449","DIPPACH-ANTENNE"
"172.31.174.193",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-50","450","ESCH-BELVAL-AGORA"
"172.31.175.129",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-51","451","HEIDERSCHEID-TANGO"
"172.31.175.161",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-52","452","HEISPELT-NAPOLEANSGAARD"
"172.31.175.193",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-53","453","HOBSCHEID-ANTENNE"
"172.31.176.161",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-54","454","KNAPHOSCHEID-CHATEAU"
"172.31.176.193",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-55","455","LAROCHETTE-TANGO"
"172.31.176.225",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-56","456","LASAUVAGE-TANGO"
"172.31.177.65",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-57","457","LIPPERSCHEID-TANGO"
"172.31.177.161",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-58","458","LUX-CITE-JUDICIAIRE"
"172.31.178.1",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-59","459","LUX-VERLORENKOST-POLICE"
"172.31.178.97",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-60","460","MARIENDALL-FERME"
"172.31.179.33",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-61","461","REIMBERG-CHATEAU"
"172.31.179.65",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-62","462","REISDORF-VOX"
"172.31.179.161",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-63","463","RODANGE-PED-TANGO"
"172.31.179.193",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-64","464","RUMELANGE-POSTES"
"172.31.180.1",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-65","465","SANDWEILER-CHATEAU"
"172.31.180.33",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-66","466","SCHIEREN-TRELLSBAM"
"172.31.180.97",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-67","467","SCHIMPACH-ANTENNE"
"172.31.180.129",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-68","468","SENNINGERBERG-CHATEAU"
"172.31.180.161",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-69","469","VIANDEN-BASSIN-SEO"
"172.31.172.129",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-70","470","BECKERICH-TANGO"
"172.31.175.1",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-71","471","FEULEN-TANGO"
"172.31.176.97",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-72","472","KAYL-ANTENNE"
"172.31.179.225",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-73","473","SAEUL-TANGO"
"172.31.180.65",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-74","474","SCHIFFLANGE-TANGO"
"172.31.181.33",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-75","475","WILTZ-ANTENNE"
"172.31.181.65",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-76","476",""
"172.31.181.193",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-80","480","Radio-site 79 - REN-RS-UEBSYR		Uebersyren-CT"
"172.31.181.225",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-81","481",""
"172.31.182.1",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-82","482","CHG0031306 20200211 GVA"
"172.31.190.1",24,"gare","root","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","infra-mgt-srv","962",""
"172.31.129.129",25,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","core-infra-mgt","103",""
"172.31.183.33",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-91","491",""
"172.31.164.1",24,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","dimetra-sipprox","15","CHG0030585 20160603 ODELUIS"
"172.31.188.1",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-01","501",""
"172.31.188.9",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-02","502",""
"172.31.188.17",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-03","503",""
"172.31.188.25",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-04","504",""
"172.31.188.33",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-05","505",""
"172.31.188.41",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-06","506",""
"172.31.188.49",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-07","507",""
"172.31.188.57",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-08","508",""
"172.31.188.65",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-09","509",""
"172.31.188.73",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-10","510",""
"172.31.188.81",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-11","511",""
"172.31.188.89",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-12","512",""
"172.31.188.97",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-13","513",""
"172.31.188.105",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-14","514",""
"172.31.188.113",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-15","515",""
"172.31.188.121",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-16","516",""
"172.31.188.129",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-17","517",""
"172.31.188.137",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-18","518",""
"172.31.188.145",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-19","519",""
"172.31.188.153",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-20","520",""
"172.31.188.161",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-21","521",""
"172.31.188.169",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-22","522",""
"172.31.188.177",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-23","523",""
"172.31.188.185",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-24","524",""
"172.31.188.193",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-25","525",""
"172.31.188.201",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-26","526",""
"172.31.188.209",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-27","527",""
"172.31.188.217",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-28","528",""
"172.31.188.225",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-29","529",""
"172.31.188.233",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-30","530",""
"172.31.188.241",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-31","531",""
"172.31.188.249",29,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rp-32","532",""
"172.31.182.97",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-84","485","Wormeldange-CT"
"172.31.165.1",24,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","dimetra-interco","16","Dimetra Interconnect Subnet"
"172.31.182.65",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-83","484","Vichten-Commune"
"172.31.182.225",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-88","489","Assyst 795123 RBA 20180925"
"172.31.183.1",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-89","490","Assyst 796952 25/09/2018 RBA"
"172.31.182.129",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-85","486","CHG0031572 20190425 kko"
"172.31.182.193",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-87","488","CHG0031572 20190425 kko"
"172.31.182.33",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-90","483","CHG0031572 20190425 kko"
"172.31.183.129",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-93","494","CHG0031572 20190425 kko"
"172.31.182.161",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-86","487","CHG0031572 20190425 kko"
"172.31.183.97",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-92","493","CTASK0014538  20190926 rba"
"172.31.183.193",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-95","496","CHG0031704"
"172.31.183.161",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-94","495","CHG0031660"
"172.16.0.54",29,"gare","root","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","shared-it","913","*** To Shared-IT ***"
"172.31.167.254",25,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","ExosApp-POST","605",""
"172.31.166.254",24,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","Omnis-badgeread","604",""
"172.16.0.57",29,"gare","root","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cust-shared_1","1915","p2p_cust-shared_link1"
"172.16.0.65",29,"gare","root","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","cust-shared_2","1916","p2p_cust_shared_link2"
"172.31.187.193",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-103","553","CHG0031805_SEE_OMU_at_CT_Gare"
"172.31.187.225",27,"gare","renita","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","interface","rs-104","554","CHG0031805_SEE_OMU_at_CT_Esch"
"1.1.1.253",32,"gare","root","None","None","172.16.0.54","RBZ13-FW-FG601","fortinet","loopback","loopback0","None","None"
"10.123.31.1",32,"gare","ran_oam","172.29.70.140","172.29.70.130","172.16.63.140","FW-NA-RCSD01-01-SecGW","fortinet","loopback","lb_ztp_oam","None","None"
"10.123.30.1",32,"gare","ran_oam","172.29.70.140","172.29.70.130","172.16.63.141","FW-NB-RCED02-01-SecGW","fortinet","loopback","lb_ztp_oam","None","None"
"192.168.11.1",24,"gare","ran_4g_5g","172.29.70.140","172.29.70.130","172.16.63.139","FW-NB-RCSD07-01-SecGW","fortinet","interface","p2p_esx-lab-2","3425",""
"10.123.60.0",32,"gare","ran_2g","172.29.70.140","172.29.70.130","172.16.63.139","FW-NB-RCSD07-01-SecGW","fortinet","loopback","lb_2g","None","None"
"37.157.157.225",32,"gare","t4external","172.29.70.140","172.29.70.130","172.29.69.143","FW-RCEC01-01-1100","fortinet","loopback","pub_lo1","None","None"
"37.157.157.226",32,"gare","t4external","172.29.70.140","172.29.70.130","172.29.69.143","FW-RCEC01-01-1100","fortinet","loopback","pub_lo2","None","None"
"37.157.157.225",32,"gare","t4external","172.29.70.140","172.29.70.130","172.29.70.143","FW-RCSC01-01-1100","fortinet","loopback","pub_lo1","None","None"
